customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,ChargesTotal,DailyAccounts,Churn_numerico
0221-WMXNQ,NO,MALE,1,NO,NO,4,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,75.35,273.4,2.4753613666228644,0
0222-CNVPT,NO,MALE,1,NO,NO,52,NO,NO,DSL,YES,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),48.8,2555.05,1.6031537450722733,0
0224-HJAPT,YES,MALE,0,NO,NO,5,YES,YES,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,47.15,223.15,1.5489487516425755,1
0224-NIJLP,NO,MALE,0,YES,YES,8,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,20.15,165.5,0.6619579500657029,0
0224-RLWWD,NO,FEMALE,1,NO,NO,2,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,44.3,89.3,1.455321944809461,0
0225-ZORZP,NO,MALE,0,NO,NO,3,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.3,235.05,2.769382391590013,0
0228-MAUWC,NO,MALE,0,NO,NO,19,YES,YES,DSL,NO,NO,YES,YES,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,59.55,1144.6,1.9563074901445465,0
0229-LFJAF,NO,MALE,0,NO,NO,72,YES,YES,DSL,YES,YES,YES,YES,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),69.65,4908.25,2.2881077529566363,0
0230-UBYPQ,NO,MALE,1,YES,NO,63,NO,NO,DSL,YES,NO,NO,YES,NO,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),36.1,2298.9,1.185939553219448,0
0230-WEQUW,NO,MALE,0,YES,NO,66,NO,NO,DSL,YES,YES,YES,YES,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),56.6,3789.2,1.8593955321944808,0
0231-LXVAP,YES,MALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,75.9,75.9,2.4934296977660972,1
0233-FTHAV,NO,FEMALE,0,NO,NO,60,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),79.2,4765.0,2.6018396846254928,0
0234-TEVTT,NO,FEMALE,0,YES,YES,48,NO,NO,DSL,YES,NO,YES,NO,NO,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),45.0,2196.3,1.4783180026281209,0
0235-KGSLC,YES,FEMALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),85.55,85.55,2.810446780551905,1
0236-HFWSV,YES,MALE,0,NO,NO,15,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,93.35,1444.65,3.0666885676741127,1
0237-YFUTL,NO,FEMALE,0,YES,NO,50,YES,YES,FIBER OPTIC,YES,YES,NO,YES,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),109.65,5405.8,3.602168199737188,0
0238-WHBIQ,NO,MALE,0,YES,YES,72,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),89.7,6339.3,2.9467805519053876,0
0239-OXEXL,NO,FEMALE,0,NO,NO,46,YES,YES,FIBER OPTIC,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,84.25,3847.6,2.767739816031537,0
0244-LGNFY,NO,FEMALE,0,YES,YES,72,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),92.65,6733.0,3.0436925098554535,0
0247-SLUJI,NO,MALE,0,YES,YES,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.7,19.7,0.6471747700394218,0
0248-IPDFW,NO,FEMALE,0,NO,NO,1,YES,YES,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,50.1,50.1,1.6458607095926412,0
0248-PGHBZ,NO,FEMALE,1,NO,NO,67,YES,NO,FIBER OPTIC,YES,YES,NO,YES,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),92.45,6140.85,3.0371222076215507,0
0253-ZTEOB,NO,FEMALE,0,YES,YES,48,YES,YES,DSL,NO,YES,NO,YES,YES,YES,TWO YEAR,NO,ELECTRONIC CHECK,79.65,3870.3,2.616622864651774,0
0254-FNMCI,NO,FEMALE,0,NO,NO,72,YES,NO,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,ELECTRONIC CHECK,109.9,7624.2,3.6103810775295666,0
0254-KCJGT,NO,MALE,0,YES,NO,52,YES,YES,DSL,YES,YES,YES,YES,NO,YES,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),81.4,4354.45,2.674113009198423,0
0254-WWRKD,NO,FEMALE,0,YES,YES,67,YES,NO,DSL,NO,YES,NO,NO,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),50.55,3431.75,1.6606438896189224,0
0256-LTHVJ,YES,FEMALE,0,YES,YES,28,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.05,2227.1,2.662614980289093,1
0257-KXZGU,NO,FEMALE,0,YES,YES,32,YES,YES,DSL,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),62.45,2045.55,2.0515768725361365,0
0257-ZESQC,YES,FEMALE,1,YES,NO,27,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),75.2,1929.35,2.4704336399474376,1
0258-NOKBL,NO,MALE,0,NO,NO,3,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,90.4,268.45,2.9697766097240472,0
0259-GBZSH,YES,MALE,0,NO,NO,2,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.65,181.5,2.813731931668857,1
0260-ZDLGK,YES,FEMALE,0,NO,YES,9,YES,NO,DSL,NO,NO,YES,YES,YES,YES,MONTH-TO-MONTH,YES,MAILED CHECK,72.9,651.4,2.394875164257556,1
0263-FJTQO,NO,MALE,0,YES,YES,50,YES,YES,DSL,YES,NO,NO,YES,YES,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),70.5,3486.65,2.3160315374507228,0
0264-CNITK,NO,FEMALE,0,YES,YES,71,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),20.1,1389.6,0.6603153745072273,0
0265-EDXBD,YES,MALE,1,YES,NO,32,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.9,2303.35,2.4605781865965834,1
0265-PSUAE,NO,FEMALE,0,YES,YES,16,YES,NO,FIBER OPTIC,YES,NO,YES,NO,YES,YES,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),100.7,1522.7,3.3081471747700393,0
0266-CLZKZ,NO,FEMALE,0,YES,YES,67,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),105.65,6717.9,3.4707621550591328,0
0266-GMEAO,NO,MALE,0,YES,YES,72,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),114.3,8058.55,3.754927726675427,0
0268-QKIWO,YES,FEMALE,0,NO,NO,3,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,19.75,58.85,0.6488173455978975,1
0269-XFESX,NO,MALE,0,YES,YES,23,YES,YES,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,24.35,538.5,0.7999342969776609,0
0270-THENM,NO,MALE,0,YES,YES,72,YES,YES,DSL,YES,YES,YES,YES,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),69.85,5102.35,2.2946780551905386,0
0274-JKUJR,NO,MALE,0,YES,YES,7,NO,NO,DSL,YES,YES,YES,NO,YES,YES,MONTH-TO-MONTH,NO,MAILED CHECK,58.85,465.7,1.9333114323258869,0
0277-BKSQP,NO,MALE,0,YES,YES,8,YES,NO,DSL,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,54.4,475.1,1.7871222076215505,0
0277-ORXQS,NO,MALE,0,YES,YES,66,NO,NO,DSL,NO,NO,NO,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),50.55,3364.55,1.6606438896189224,0
0278-YXOOG,YES,MALE,0,NO,NO,5,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,21.05,113.85,0.6915243101182654,1
0280-XJGEX,YES,MALE,0,NO,NO,49,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),103.7,5036.3,3.4067017082785807,1
0281-CNTZX,NO,MALE,0,YES,NO,63,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),19.95,1234.8,0.6553876478318003,0
0282-NVSJS,NO,FEMALE,1,YES,YES,12,NO,NO,DSL,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,29.3,355.9,0.9625492772667542,0
0285-INHLN,NO,MALE,0,YES,YES,27,YES,NO,DSL,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),54.75,1510.3,1.7986202365308803,0
0289-IVARM,NO,FEMALE,0,NO,NO,35,YES,NO,DSL,YES,YES,YES,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,60.55,1982.6,1.9891590013140603,0
0292-WEGCH,NO,FEMALE,0,YES,YES,54,YES,YES,DSL,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,86.2,4524.05,2.8318002628120893,0
0295-PPHDO,YES,MALE,0,NO,NO,1,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,95.45,95.45,3.135676741130092,1
0295-QVKPB,NO,MALE,0,NO,NO,5,YES,NO,DSL,NO,NO,YES,YES,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),63.95,318.1,2.100854139290407,0
0297-RBCSG,NO,MALE,0,NO,NO,19,YES,NO,DSL,NO,YES,NO,YES,NO,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),65.35,1231.85,2.1468462549277265,0
0298-XACET,NO,MALE,0,YES,YES,52,NO,NO,DSL,NO,YES,YES,YES,YES,NO,TWO YEAR,NO,MAILED CHECK,50.2,2554.0,1.6491458607095926,0
0301-FIDRB,NO,FEMALE,0,YES,YES,72,NO,NO,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),63.8,4684.3,2.09592641261498,0
0301-KOBTQ,NO,MALE,0,NO,NO,32,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),20.05,614.45,0.6586727989487516,0
0302-JOIVN,YES,FEMALE,0,YES,NO,8,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,101.15,842.9,3.3229303547963207,1
0303-UNCIP,NO,MALE,0,NO,NO,41,YES,YES,DSL,NO,NO,YES,NO,NO,YES,ONE YEAR,NO,MAILED CHECK,65.0,2531.8,2.135348226018397,0
0303-WMMRN,NO,MALE,0,NO,NO,5,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,19.25,86.05,0.6323915900131406,0
0305-SQECB,NO,FEMALE,0,NO,YES,11,NO,NO,DSL,YES,NO,NO,YES,NO,NO,ONE YEAR,YES,MAILED CHECK,36.05,402.6,1.1842969776609722,0
0306-JAELE,YES,MALE,0,NO,NO,5,YES,NO,FIBER OPTIC,NO,NO,NO,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,96.1,453.4,3.157030223390276,1
0307-BCOPK,NO,FEMALE,0,NO,NO,16,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,19.05,326.65,0.6258212877792378,0
0308-GIQJT,NO,MALE,1,NO,NO,71,YES,YES,FIBER OPTIC,NO,YES,NO,YES,YES,YES,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),105.75,7382.85,3.474047306176084,0
0308-IVGOK,NO,FEMALE,0,NO,NO,11,NO,NO,DSL,NO,YES,YES,YES,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),40.4,422.6,1.3272010512483574,0
0310-MVLET,YES,FEMALE,0,YES,YES,61,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.15,6010.05,3.257227332457293,1
0310-SUCIN,NO,FEMALE,0,YES,NO,71,YES,NO,DSL,YES,YES,YES,YES,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),84.8,6046.1,2.78580814717477,0
0310-VQXAM,NO,MALE,0,NO,NO,9,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.85,178.8,0.6521024967148489,0
0311-QYWSS,NO,FEMALE,0,NO,NO,6,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,49.45,314.6,1.6245072273324572,0
0311-UNPFF,YES,FEMALE,0,NO,NO,26,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),88.8,2274.35,2.917214191852825,1
0314-TKOSI,NO,FEMALE,0,NO,NO,6,YES,NO,DSL,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,55.15,322.9,1.8117608409986858,0
0315-LVCRK,NO,MALE,0,NO,NO,11,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.8,888.75,2.78580814717477,0
0318-QUUOB,YES,MALE,0,YES,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,80.55,80.55,2.646189224704336,1
0318-ZOPWS,NO,FEMALE,0,YES,NO,49,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),20.15,973.35,0.6619579500657029,0
0319-QZTCO,NO,FEMALE,0,YES,YES,3,YES,NO,DSL,NO,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),58.7,168.6,1.92838370565046,0
0320-DWVTU,NO,FEMALE,0,NO,NO,53,YES,NO,FIBER OPTIC,YES,YES,YES,YES,NO,YES,TWO YEAR,NO,MAILED CHECK,99.5,5424.25,3.2687253613666227,0
0320-JDNQG,YES,MALE,0,YES,YES,23,YES,NO,FIBER OPTIC,YES,NO,NO,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.85,2331.3,3.2802233902759523,1
0322-CHQRU,YES,MALE,0,NO,NO,2,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,45.35,89.5,1.4898160315374507,1
0322-YINQP,YES,MALE,0,NO,NO,1,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,48.55,48.55,1.5949408672798948,1
0323-XWWTN,NO,MALE,0,NO,YES,3,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,MAILED CHECK,26.4,121.25,0.8672798948751642,0
0324-BRPCJ,YES,FEMALE,1,YES,NO,68,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,100.2,6851.65,3.2917214191852824,1
0325-XBFAC,YES,MALE,0,NO,NO,8,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.7,740.3,3.1110381077529565,1
0326-VDYXE,NO,FEMALE,0,YES,NO,70,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,97.65,6982.5,3.2079500657030224,0
0327-WFZSY,NO,MALE,0,YES,YES,39,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,ONE YEAR,NO,ELECTRONIC CHECK,100.0,3835.55,3.2851511169513796,0
0328-GRPMV,YES,FEMALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.1,70.1,2.302890932982917,1
0329-GTIAJ,YES,FEMALE,0,NO,NO,3,YES,NO,FIBER OPTIC,NO,YES,NO,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,97.9,315.3,3.2161629434954007,1
0330-BGYZE,NO,MALE,0,YES,NO,60,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),102.5,6157.6,3.367279894875164,0
0330-IVZHA,YES,FEMALE,0,YES,NO,5,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,69.95,330.15,2.29796320630749,1
0334-GDDSO,YES,MALE,1,NO,NO,3,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.35,233.7,2.672470433639947,1
0334-ZFJSR,NO,FEMALE,0,YES,NO,55,YES,YES,DSL,YES,YES,NO,YES,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),66.05,3462.1,2.169842312746386,0
0336-KXKFK,NO,MALE,0,NO,NO,72,NO,NO,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),61.2,4390.25,2.0105124835742445,0
0336-PIKEI,NO,MALE,1,YES,NO,72,YES,NO,DSL,YES,YES,YES,YES,YES,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),74.4,5360.75,2.4441524310118266,0
0337-CNPZE,YES,FEMALE,0,NO,NO,41,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,106.3,4443.45,3.4921156373193165,1
0343-QLUZP,NO,MALE,0,NO,NO,60,NO,NO,DSL,YES,YES,YES,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),39.6,2424.5,1.3009198423127464,0
0345-HKJVM,YES,FEMALE,0,NO,NO,6,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,89.3,577.6,2.933639947437582,1
0345-XMMUG,NO,FEMALE,0,YES,NO,46,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),108.9,4854.3,3.577529566360053,0
0347-UBKUZ,NO,FEMALE,0,NO,NO,15,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.9,320.45,0.6537450722733245,0
0348-SDKOL,YES,FEMALE,0,YES,NO,58,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),102.1,5885.4,3.3541392904073586,1
0354-VXMJC,NO,MALE,0,YES,YES,23,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),19.6,426.65,0.6438896189224704,0
0354-WYROK,YES,FEMALE,1,YES,YES,31,YES,NO,FIBER OPTIC,NO,NO,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,98.9,2911.3,3.2490144546649145,1
0356-ERHVT,NO,MALE,0,YES,NO,11,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),45.9,521.9,1.5078843626806833,0
0356-OBMAC,NO,FEMALE,1,NO,NO,56,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),99.9,5706.3,3.2818659658344282,0
0357-NVCRI,NO,FEMALE,0,NO,YES,25,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),20.05,471.7,0.6586727989487516,0
0361-HJRDX,NO,FEMALE,0,NO,NO,68,NO,NO,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),64.35,4539.6,2.1139947437582127,0
0362-RAOQO,NO,FEMALE,0,NO,NO,40,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),19.65,830.25,0.645532194480946,0
0362-ZBZWJ,YES,MALE,0,NO,NO,36,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,84.9,3067.2,2.7890932982917214,1
0363-QJVFX,YES,MALE,0,NO,NO,32,YES,YES,FIBER OPTIC,YES,YES,NO,YES,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),108.15,3432.9,3.5528909329829172,1
0363-SVHYR,NO,MALE,0,YES,YES,71,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),86.85,6263.8,2.853153745072273,0
0365-BZUWY,NO,MALE,0,YES,NO,17,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,102.55,1742.5,3.3689224704336396,0
0365-GXEZS,NO,MALE,0,YES,NO,18,YES,NO,FIBER OPTIC,NO,NO,YES,YES,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,78.2,1468.75,2.568988173455979,0
0365-TRTPY,NO,FEMALE,0,NO,NO,37,YES,YES,FIBER OPTIC,YES,YES,YES,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),91.2,3382.3,2.9960578186596583,0
0366-NQSHS,NO,MALE,0,NO,NO,2,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,19.35,46.35,0.635676741130092,0
0369-ZGOVK,NO,FEMALE,0,YES,YES,28,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),70.4,1992.2,2.3127463863337714,0
0373-AIVNJ,NO,MALE,0,NO,NO,9,NO,NO,DSL,YES,YES,YES,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,39.55,373.0,1.2992772667542705,0
0374-AACSZ,NO,FEMALE,0,NO,NO,1,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,50.15,50.15,1.6475032851511169,0
0374-FIUCA,NO,MALE,0,YES,NO,65,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),20.4,1414.45,0.6701708278580814,0
0374-IOEGQ,NO,FEMALE,0,NO,NO,3,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,44.6,122.7,1.4651773981603153,0
0375-HVGXO,YES,FEMALE,0,NO,NO,1,NO,NO,DSL,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,34.7,34.7,1.1399474375821288,1
0376-OIWME,NO,MALE,0,YES,NO,36,YES,NO,FIBER OPTIC,YES,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,93.6,3366.05,3.0749014454664914,0
0376-YMCJC,YES,MALE,0,NO,NO,23,YES,YES,FIBER OPTIC,NO,NO,NO,YES,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.6,1943.2,2.9763469119579495,1
0377-JBKKT,NO,MALE,0,YES,YES,22,YES,NO,DSL,YES,YES,NO,YES,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,57.95,1271.8,1.9037450722733247,0
0378-CJKPV,NO,FEMALE,0,YES,NO,72,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),112.1,7965.95,3.6826544021024965,0
0378-NHQXU,YES,FEMALE,0,YES,YES,17,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,88.25,1460.65,2.8991458607095923,1
0378-TOVMS,YES,FEMALE,0,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,YES,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,85.8,272.2,2.818659658344284,1
0378-XSZPU,YES,MALE,0,YES,NO,58,YES,NO,DSL,YES,YES,YES,NO,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),60.3,3563.8,1.9809461235216819,1
0379-DJQHR,NO,MALE,0,YES,YES,67,YES,NO,DSL,YES,YES,YES,NO,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),81.35,5398.6,2.672470433639947,0
0380-NEAVX,NO,MALE,1,NO,NO,34,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,99.85,3343.15,3.2802233902759523,0
0380-ZCSBI,NO,MALE,0,NO,NO,10,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),20.0,198.7,0.657030223390276,0
0383-CLDDA,NO,FEMALE,0,NO,NO,69,YES,YES,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),85.35,5897.4,2.8038764783180024,0
0384-LPITE,NO,MALE,0,NO,NO,40,NO,NO,DSL,YES,YES,YES,NO,YES,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),62.05,2511.55,2.038436268068331,0
0384-RVBPI,NO,MALE,0,NO,NO,20,YES,NO,DSL,YES,NO,YES,NO,NO,YES,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),64.4,1398.6,2.1156373193166886,0
